name,Subject_1,Subject_2,Subject_3,Author,Publisher,First Published ,Cluster Label,Category,id
The wife,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,930
The woman suffrage year book,,,, Martha G. Stapler,ProQuest,2010,1,Miscellaneous,931
The workshop book,,,,Pamela Hamilton,Pearson,2016,1,Miscellaneous,932
The yearbook of the National Council of Women of Canada,,,,,,1913,1,Miscellaneous,933
The yellow book,,,,,,1894,1,Miscellaneous,934
The yellow fairy book,,,,[] Andrew Lang,University of Virginia Library,1996,1,Miscellaneous,935
Theoretical and practical advancements for fuzzy system integration,,,,"Deng-Feng Li (Fuzhou University, China)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,936
Theoretical and practical approaches to social innovation,,,,"Chamindika Weerakoon (Swinburne University of Technology, Australia), Adela McMurray (RMIT University, Australia)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,937
Therapeutic jurisprudence and overcoming violence against women,,,,"Debarati Halder (Centre for Cyber Victim Counselling (CCVC), India & Unitedworld School of Law, India), K. Jaishankar (Raksha Shakti University, India)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,938
Theurban transformation of Sarajevo,,,,Jordi Martín-Díaz,Springer,2021,1,Miscellaneous,939
Tools and techniques for economic decision analysis,,,,"Jelena Stanković (University of Niš, Serbia), Pavlos Delias (Eastern Macedonia and Thrace Institute of Technology, Greece), Srđan Marinković (University of Niš, Serbia), Sylvie Rochhia (Université Côte d’Azur, CNRS, GREDEG, France)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,940
Tools for mobile multimedia programming and development,,,,"D. Tjondronegoro (Queensland University of Technology, Australia)","Information Science Reference, an imprint of IGI Global",2013,17,Engineering/Technology,941
Tourism,English,tourism,,Robin Walker and Keith Harding,Oxford Univ. Press,2007,1,Miscellaneous,942
Tourism,English,tourism,,Robin Walker and Keith Harding,Oxford Univ. Press,2007,1,Miscellaneous,943
Tourism,English,tourism,,Robin Walker and Keith Harding,Oxford Univ. Press,2009,1,Miscellaneous,944
Tourism in central Asia,,,,  Kemal Kantarci ...,Apple Academic Press,2015,1,Miscellaneous,945
"Tourism, cultural heritage and urban regeneration",tourism,City renovation,,"Nicholas Wise, Takamitsu Jimura, editors",Springer Springer,2020,1,Miscellaneous,946
Toxicity and waste management using bioremediation,,,,"Ashok K. Rathoure (Vardan Environet Guargaon, India), Vinod K. Dhatwalia (Uttaranchal University, India)","Engineering Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,947
Traits of Indian character,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,948
Transformative curriculum design in health sciences education,,,,"Colleen Halupa (A.T. Still University, USA & LeTourneau University, USA)","Medical Information Science Reference, an imprint of IGI Global",2015,1,Miscellaneous,949
Transformative healthcare practice through patient engagement,,,,"Guendalina Graffigna (Catholic University of the Sacred Heart, Italy)","Medical Information Science Reference, an imprint of IGI Global",2017,1,Miscellaneous,950
Transformative practice and research in organizational communication,,,,"Philip J. Salem (Texas State University, USA), Erik Timmerman (University of Wisconsin, USA)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,951
Transforming gaming and computer simulation technologies across industries,,,,"Brock Dubbels (McMaster University, Canada)","IGI Global, Disseminator of Knowledge",2017,14,Engineering/Technology,952
Transforming public health in developing nations,,,,"Mohamud Sheikh (The School of Public Health and Community Medicine, The University of New South Wales, Sydney Australia), Aziza Mahamoud (Sidra Medical and Research Center, Qatar), Mowafa Househ (King Saud Bin Abdul Aziz University for Health Sciences, College Of Public Health and Health Informatics, Saudi Arabia)","Information Science Reference, an imprint of IGI Global",2015,1,Miscellaneous,953
Transforming the internet of things for next-generation smart systems,,,,"Bhavya Alankar (Jamia Hamdard, India), Harleen Kaur (Hamdard University, India), Ritu Chauhan (Amity University, India)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,954
Transforming urban nightlife and the development of smart public spaces,,,,"Hisham Abusaada (Housing and Building National Research Center (HBRC), Egypt), Abeer Elshater (Ain Shams University, Egypt), Dennis Rodwell (Independent Researcher, UK)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,955
Transitioning from globalized to localized and self-reliant economies,,,,"Ruchika Gupta, Priyank Srivastava, Shiv Ranjan, M. Affan Badar",Business Science Reference,2022,1,Miscellaneous,956
Travel & tourism,,,,Gilian Dale,Pearson,2010,1,Miscellaneous,957
Ubiquitin,Ubiquitin,Proteasom,Biochemistry, Xianquan Zhan,IntechOpen,2023,1,Miscellaneous,958
Uncertainties and risk assessment in trade relations,,,,"Marianne Ojo (George Mason University, USA)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,959
Understanding Emergent Urbanism,,,, Sotir Dhamo,Springer International Publishing Springer,2021,1,Miscellaneous,960
Understanding extrusion,Extract,,,Chris Rauwendaal,Hanser,2019,1,Miscellaneous,961
Understanding Ubuntu for enhancing intercultural communications,Ubuntu <philosophy>,,,"Joseph Mukuni, Josiah Tlou",IGI Global,2021,1,Miscellaneous,962
United Kingdom balance of payments,,,,Office for National Statistics. Stationery Office,,2001,1,Miscellaneous,963
United Kingdom input-output analyses,,,,Office for National Statistics,HMSO,2004,1,Miscellaneous,964
Urban Crime Prevention,,,, Miguel Saraiva,Springer International Publishing Springer,2022,1,Miscellaneous,965
Urban Design in Seismic-Prone Regions,,,," Hossein Bahrainy, Ameneh Bakhtiar",Springer International Publishing Springer,2022,1,Miscellaneous,966
Urban geography in postcolonial Zimbabwe,,,,"Abraham R. Matamanda, Verna Nel, Innocent Chirisa, editors",Springer,2021,1,Miscellaneous,967
Urban Morphology,,,, Vítor Manuel Araújo de Oliveira,Springer International Publishing Springer,2022,1,Miscellaneous,968
Using decision support systems for transportation planning efficiency,,,,"Ebru V. Ocalir-Akunal (Gazi University, Turkey)","Engineering Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,969
Using R for introductory statistics,Statistics,R <rogram>,,John Verzani,CRC Press,2014,1,Miscellaneous,970
Utilizing consumer psychology in business strategy,,,,"Tevfik Dalgic (University of Texas at Dallas, USA), Sevtap Unal (Izmir Katip Celebi University, Turkey)","IGI Global, Disseminator of Knowledge",2018,2,Business,971
Vagueness,Vagheit,,, Rosanna Keefe and Peter Smith,MIT Press,1996,1,Miscellaneous,972
Value relevance of accounting information in capital markets,,,,"Marianne Ojo (George Mason University, USA), Jeanette Van Akkeren (QUT School of Accountancy, Australia)","IGI Global, Disseminator of Knowledge",2017,7,Marketing,973
Video surveillance techniques and technologies,,,,"Vesna Zeljkovic (New York Institute of Technology, Nanjing Campus, China)","Information Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,974
Visual ethics,Photographer,Picture journalist,Film-slaughter,Paul Martin Lester with Stephanie A. Martin and Martin Smith-Rodden,"Routledge, Taylor & Francis Group",2018,1,Miscellaneous,975
Visualization and verbalization of data,Visualization,Data analysis,Information graphics,  Jörg Blasius ...,CRC Press,2014,1,Miscellaneous,976
Vitamin A,,,," Leila Queiroz Zepka ; Co-editors: Eduardo Jacob-Lopes, Veridiana Vera De Rosso",IntechOpen,2023,1,Miscellaneous,977
Vitamin E in health and disease,,,," Pınar Erkekoglu, co-editor Júlia Scherer Santos",IntechOpen,2023,1,Miscellaneous,978
Vitamin K,,,, Hiroyuki Kagechika ; co-editor Hiroyuki Kagechika,IntechOpen,2023,1,Miscellaneous,979
Volunteered geographic information and the future of geospatial data,Geographic information system,User Generated Content,Geoinformatics,"Cláudio Elízio Calazans Campelo (Federal University of Campina Grande, Brazil), Michela Bertolotto (University College Dublin, Ireland), Padraig Corcoran (Cardiff University, UK)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,980
Welcome!,English,Technical language,tourism,Leo Jones,Cambridge Univ. Press Klett-Sprachen,2005,1,Miscellaneous,981
Welcome!,English,Technical language,tourism,Leo Jones,Cambridge Univ. Press Klett-Sprachen,2005,1,Miscellaneous,982
Westminster Abbey,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,983
Working in English,English,Business language,,Leo Jones,Cambridge Univ. Press,2003,4,English,984
World Internet Development Report 2018,,,, Chinese Academy of Cyberspace Studies,Springer Singapore Springer,2020,1,Miscellaneous,985
World Internet Development Report 2019,,,,,Springer Singapore Springer,2021,1,Miscellaneous,986
World Internet Development Report 2020,,,,,Springer Nature Singapore Springer,2022,1,Miscellaneous,987
World politics and the challenges for international security,World politics,Security policy,,Nika Chitadze [editor],IGI Global,2022,15,Miscellaneous,988
Write to be read,English,To write,,William R. Smalzer,Cambridge Univ. Press Klett,1996,1,Miscellaneous,989
Writing Essays,English,Text production,Reimbursement,Dorothy E. Zemach & Lisa A. Ghulldu,Macmillan Hueber Verlag,2011,1,Miscellaneous,990
Writing extra,,,,Graham Palmer,Klett Cambridge Univ. Press,2004,1,Miscellaneous,991
Writing Paragraphs,English,Learn foreign languages,Text production,Dorothy Zemach ; Carlos Islam,Macmillan,2005,1,Miscellaneous,992
Writing Sentences,English,Learn foreign languages,Text production,Dorothy E. Zemach,Macmillan,2009,1,Miscellaneous,993
Year book Australia,,,,"Commonwealth of Australia, Australian Bureau of Statistics",ABS,2002,1,Miscellaneous,994
Year book of woman's work,,,,,ProQuest,2009,1,Miscellaneous,995
Young adventure,,,, Stephen Vincent Benét,Project Gutenberg,1995,1,Miscellaneous,996
